transaction_id,sender_id,receiver_id,amount,timestamp
T4249,A00164,A00249,4927.89,2026-01-28 12:34:00
T9948,MULE011,MULE014,8073.0,2026-01-18 05:19:00
T11902,SHELL009,A00049,7378.85,2026-01-26 02:52:00
T9101,MULE020,MULE005,8697.0,2026-01-01 03:57:00
T10895,MULE013,MULE011,8247.0,2026-01-10 08:53:00
T5869,A00238,A00226,487.48,2026-01-29 21:34:00
T6488,A00051,A00298,3275.27,2026-01-29 22:49:00
T7361,A00389,MULE007,9255.77,2026-01-14 23:02:00
T1265,A00372,A00298,2487.23,2026-01-16 01:22:00
T8426,MULE012,MULE013,8827.0,2026-01-18 03:33:00
T4242,A00385,A00076,3155.67,2026-01-04 16:48:00
T5651,A00097,A00221,3532.08,2026-01-08 15:46:00
T7195,A00077,MULE010,9778.16,2026-01-18 08:40:00
T11822,SHELL008,A00181,9441.5,2026-01-15 13:41:00
T9394,MULE020,MULE008,8018.0,2026-01-05 12:35:00
T11940,SHELL008,A00378,7139.67,2026-01-02 12:05:00
T9122,MULE001,MULE007,8586.0,2026-01-23 10:56:00
T9022,MULE019,MULE006,8900.0,2026-01-04 04:11:00
T2882,A00097,A00292,2503.54,2026-01-09 05:03:00
T1678,A00191,A00232,4164.34,2026-01-14 18:33:00
T7325,A00184,MULE003,9114.34,2026-01-27 18:38:00
T9731,MULE001,MULE013,8221.0,2026-01-15 17:53:00
T902,A00126,A00024,2411.65,2026-01-18 10:18:00
T9932,MULE014,MULE019,8138.0,2026-01-16 15:02:00
T2297,A00372,A00217,4936.08,2026-01-06 00:37:00
T3403,A00304,A00190,3402.14,2026-01-21 15:22:00
T7821,A00332,MULE004,9840.67,2026-01-15 00:49:00
T297,A00290,A00352,3913.73,2026-01-03 05:34:00
T12330,SHELL014,A00277,10598.2,2026-01-22 13:16:00
T4154,A00011,A00252,4738.36,2026-01-26 19:04:00
T10561,MULE007,MULE010,8220.0,2026-01-19 11:42:00
T10191,MULE002,MULE017,8216.0,2026-01-16 08:32:00
T28,A00382,A00288,2740.99,2026-01-27 14:31:00
T7500,A00080,MULE017,9192.41,2026-01-28 13:54:00
T9628,MULE012,MULE009,8402.0,2026-01-19 05:36:00
T6773,A00293,A00018,4698.07,2026-01-07 18:54:00
T3830,A00276,A00252,1484.97,2026-01-16 04:32:00
T6245,A00279,A00165,4879.6,2026-01-20 13:53:00
T12627,MULE012,SHELL003,1473.8,2026-01-16 07:23:00
T6487,A00385,A00027,3636.62,2026-01-12 18:12:00
T3249,A00174,A00236,3604.39,2026-01-07 08:57:00
T6913,A00206,A00065,4585.33,2026-01-26 20:49:00
T10293,MULE001,MULE016,8867.0,2026-01-09 11:10:00
T4392,A00358,A00221,200.63,2026-01-24 21:37:00
T2581,A00071,A00192,2543.76,2026-01-10 04:39:00
T7494,A00249,MULE005,9535.76,2026-01-01 08:25:00
T9667,MULE004,MULE016,8692.0,2026-01-29 14:02:00
T8840,MULE010,MULE011,8946.0,2026-01-24 16:49:00
T1371,A00196,A00325,3964.41,2026-01-11 00:42:00
T12815,MULE019,SHELL002,1104.38,2026-01-05 21:12:00
T9846,MULE016,MULE013,8960.0,2026-01-16 11:13:00
T8479,MULE009,MULE005,8819.0,2026-01-19 09:49:00
T5552,A00117,A00331,790.16,2026-01-26 19:50:00
T11693,MULE010,SHELL017,577.56,2026-01-23 17:34:00
T5255,A00009,A00290,2231.97,2026-01-16 21:07:00
T682,A00156,A00008,1137.86,2026-01-09 15:33:00
T12105,MULE010,SHELL006,1275.59,2026-01-01 07:32:00
T4776,A00188,A00322,3807.29,2026-01-14 15:14:00
T5423,A00131,A00157,3298.82,2026-01-13 23:31:00
T3160,A00258,A00359,3148.38,2026-01-14 21:29:00
T9451,MULE001,MULE011,8071.0,2026-01-19 07:41:00
T2988,A00359,A00288,138.92,2026-01-05 19:00:00
T4909,A00183,A00027,4105.25,2026-01-24 04:02:00
T1883,A00314,A00088,2932.8,2026-01-26 03:45:00
T8823,MULE006,MULE003,8641.0,2026-01-30 22:21:00
T6759,A00121,A00165,3923.13,2026-01-28 11:04:00
T9003,MULE001,MULE007,8623.0,2026-01-24 02:17:00
T1941,A00208,A00256,3865.74,2026-01-21 20:18:00
T3297,A00117,A00011,4663.11,2026-01-02 04:47:00
T3535,A00341,A00242,1702.74,2026-01-23 18:32:00
T7454,A00070,MULE010,9905.31,2026-01-01 04:42:00
T3730,A00220,A00064,607.75,2026-01-12 22:43:00
T491,A00373,A00218,486.74,2026-01-28 10:02:00
T5709,A00067,A00087,1988.17,2026-01-20 17:52:00
T1182,A00261,A00400,4613.7,2026-01-09 01:33:00
T1376,A00039,A00284,4663.84,2026-01-22 16:31:00
T5015,A00253,A00360,2984.2,2026-01-29 23:23:00
T8521,MULE015,MULE013,8709.0,2026-01-16 12:32:00
T11359,MULE001,SHELL004,1366.38,2026-01-17 06:14:00
T627,A00082,A00208,3461.76,2026-01-15 03:40:00
T4759,A00330,A00302,4460.03,2026-01-10 12:22:00
T11812,SHELL012,A00376,10737.85,2026-01-02 09:14:00
T2113,A00075,A00186,2428.59,2026-01-17 17:40:00
T8977,MULE009,MULE011,8119.0,2026-01-14 18:04:00
T9956,MULE004,MULE002,8825.0,2026-01-18 15:43:00
T6928,A00038,A00255,4953.84,2026-01-16 21:52:00
T1768,A00378,A00320,233.76,2026-01-23 01:29:00
T9532,MULE004,MULE008,8402.0,2026-01-14 03:35:00
T4181,A00371,A00007,3708.87,2026-01-16 12:36:00
T9842,MULE011,MULE018,8515.0,2026-01-21 18:06:00
T7091,A00243,MULE012,9505.83,2026-01-20 11:31:00
T1463,A00198,A00395,4877.36,2026-01-12 05:58:00
T6380,A00078,A00121,780.43,2026-01-23 12:05:00
T2888,A00309,A00052,1951.59,2026-01-01 22:37:00
T7503,A00138,MULE015,9604.73,2026-01-06 06:30:00
T685,A00204,A00123,2805.19,2026-01-13 21:10:00
T4540,A00031,A00013,2596.58,2026-01-29 16:51:00
T4515,A00070,A00001,1507.29,2026-01-25 01:41:00
T9995,MULE012,MULE010,8577.0,2026-01-18 19:45:00
T9291,MULE019,MULE006,8832.0,2026-01-17 22:36:00
T6672,A00354,A00118,4314.29,2026-01-17 03:20:00
T6806,A00275,A00082,2503.64,2026-01-26 13:41:00
T6454,A00045,A00173,3974.09,2026-01-20 16:45:00
T11803,MULE012,SHELL019,836.65,2026-01-09 14:21:00
T1367,A00129,A00356,2269.57,2026-01-18 03:52:00
T3917,A00272,A00269,330.28,2026-01-25 06:20:00
T12747,MULE012,SHELL013,954.77,2026-01-04 01:14:00
T2640,A00176,A00016,2969.67,2026-01-22 17:59:00
T12301,MULE009,SHELL003,643.92,2026-01-10 17:44:00
T5603,A00396,A00370,159.8,2026-01-27 08:23:00
T11738,SHELL015,A00155,8007.59,2026-01-24 00:47:00
T5730,A00370,A00396,4719.43,2026-01-29 22:23:00
T5731,A00172,A00103,1866.41,2026-01-11 22:03:00
T7638,A00092,MULE020,9943.71,2026-01-15 13:03:00
T5297,A00230,A00076,4497.49,2026-01-04 19:12:00
T8991,MULE004,MULE020,8495.0,2026-01-27 05:17:00
T2301,A00153,A00294,3710.61,2026-01-21 14:57:00
T4788,A00110,A00376,4011.68,2026-01-01 21:52:00
T2939,A00080,A00031,4417.67,2026-01-02 11:04:00
T5660,A00086,A00361,3484.59,2026-01-18 08:56:00
T11124,SHELL010,A00084,9899.94,2026-01-24 15:14:00
T11255,MULE019,SHELL014,840.33,2026-01-25 09:29:00
T8347,MULE001,MULE003,8071.0,2026-01-12 04:10:00
T1980,A00164,A00237,4403.75,2026-01-07 03:59:00
T5980,A00348,A00165,3456.99,2026-01-12 20:43:00
T3804,A00107,A00339,3611.7,2026-01-14 09:59:00
T4535,A00040,A00307,1540.36,2026-01-24 07:51:00
T8780,MULE017,MULE014,8320.0,2026-01-19 02:34:00
T7713,A00379,MULE002,9164.44,2026-01-06 17:23:00
T7365,A00125,MULE020,9253.91,2026-01-19 17:42:00
T7782,A00202,MULE006,9533.26,2026-01-30 05:59:00
T10428,MULE001,MULE011,8918.0,2026-01-30 12:22:00
T12644,SHELL018,A00093,7936.87,2026-01-28 10:11:00
T9756,MULE002,MULE012,8979.0,2026-01-12 08:14:00
T4801,A00219,A00252,4266.2,2026-01-10 08:14:00
T2281,A00223,A00032,2027.0,2026-01-02 16:30:00
T7615,A00307,MULE017,9850.61,2026-01-18 07:02:00
T10942,MULE018,MULE004,8014.0,2026-01-16 22:22:00
T6701,A00274,A00094,1828.08,2026-01-29 22:16:00
T4470,A00085,A00089,4596.37,2026-01-13 17:15:00
T5134,A00031,A00194,3717.65,2026-01-05 02:08:00
T12641,MULE012,SHELL017,706.25,2026-01-06 01:57:00
T6682,A00057,A00303,983.63,2026-01-01 08:06:00
T5429,A00231,A00225,4515.73,2026-01-19 02:52:00
T999,A00038,A00176,933.52,2026-01-18 02:06:00
T4131,A00222,A00093,4721.68,2026-01-02 02:02:00
T5267,A00060,A00026,2289.96,2026-01-23 02:27:00
T9162,MULE010,MULE006,8574.0,2026-01-22 06:54:00
T12753,MULE008,SHELL017,1399.46,2026-01-04 08:38:00
T1785,A00196,A00348,1646.87,2026-01-25 03:10:00
T3183,A00270,A00090,1400.02,2026-01-16 21:01:00
T11265,MULE016,SHELL014,1374.5,2026-01-13 00:10:00
T495,A00354,A00228,1822.58,2026-01-02 22:15:00
T7585,A00117,MULE001,9285.37,2026-01-16 15:52:00
T10095,MULE015,MULE002,8088.0,2026-01-07 11:24:00
T7088,A00373,MULE002,9639.67,2026-01-14 12:57:00
T2861,A00363,A00138,2805.54,2026-01-08 18:53:00
T2039,A00251,A00255,1231.03,2026-01-07 03:01:00
T4042,A00080,A00314,4608.0,2026-01-21 16:37:00
T9972,MULE003,MULE005,8322.0,2026-01-09 21:36:00
T2898,A00053,A00279,1554.02,2026-01-24 06:44:00
T367,A00056,A00180,4242.33,2026-01-17 17:28:00
T850,A00027,A00203,3165.46,2026-01-11 15:44:00
T8500,MULE002,MULE007,8161.0,2026-01-02 09:19:00
T12797,MULE016,SHELL008,1161.08,2026-01-24 13:13:00
T11616,SHELL016,A00254,6968.13,2026-01-22 02:58:00
T12465,MULE018,SHELL008,1222.84,2026-01-16 18:48:00
T2654,A00244,A00264,2124.32,2026-01-09 13:16:00
T3504,A00072,A00384,4383.65,2026-01-20 00:43:00
T12748,SHELL013,A00257,5067.86,2026-01-06 17:24:00
T6096,A00155,A00058,2113.67,2026-01-12 00:54:00
T1542,A00076,A00068,1747.22,2026-01-22 15:45:00
T7260,A00069,MULE020,9318.98,2026-01-10 22:48:00
T12305,MULE006,SHELL019,642.74,2026-01-10 02:47:00
T323,A00215,A00301,3737.12,2026-01-08 00:46:00
T2032,A00174,A00103,3015.31,2026-01-19 09:35:00
T5090,A00050,A00122,4014.14,2026-01-21 08:36:00
T8058,MULE007,MULE017,8401.0,2026-01-25 03:20:00
T814,A00381,A00396,3853.01,2026-01-26 00:26:00
T2529,A00201,A00314,4134.81,2026-01-08 23:17:00
T12190,SHELL003,A00238,11091.71,2026-01-18 14:47:00
T7768,A00104,MULE002,9878.23,2026-01-10 00:25:00
T6376,A00394,A00399,2883.83,2026-01-05 02:17:00
T6281,A00139,A00398,3632.13,2026-01-02 14:21:00
T11962,SHELL017,A00266,2725.59,2026-01-15 09:19:00
T11082,SHELL011,A00299,7980.93,2026-01-06 21:25:00
T5275,A00312,A00257,285.7,2026-01-27 20:03:00
T1080,A00372,A00366,1189.58,2026-01-25 07:57:00
T2227,A00098,A00058,4098.24,2026-01-09 13:35:00
T10153,MULE005,MULE012,8681.0,2026-01-26 17:30:00
T11881,MULE008,SHELL019,948.06,2026-01-15 09:22:00
T3516,A00160,A00360,1019.6,2026-01-05 06:30:00
T2706,A00029,A00050,1842.36,2026-01-22 13:35:00
T9730,MULE020,MULE001,8221.0,2026-01-09 15:48:00
T7235,A00374,MULE008,9995.55,2026-01-09 16:37:00
T1165,A00310,A00317,3223.94,2026-01-24 03:14:00
T3262,A00020,A00384,457.12,2026-01-18 00:51:00
T7210,A00384,MULE007,9462.31,2026-01-04 00:25:00
T12147,MULE003,SHELL004,1185.62,2026-01-17 20:46:00
T1451,A00057,A00327,2331.18,2026-01-21 14:32:00
T6127,A00058,A00324,3775.59,2026-01-20 11:11:00
T4230,A00351,A00317,2202.09,2026-01-06 13:05:00
T12007,MULE009,SHELL002,1228.4,2026-01-17 16:24:00
T3863,A00182,A00185,4734.09,2026-01-03 23:19:00
T2937,A00241,A00211,3640.53,2026-01-21 04:56:00
T10499,MULE018,MULE017,8558.0,2026-01-04 04:42:00
T3918,A00186,A00277,1229.08,2026-01-25 03:51:00
T5488,A00039,A00170,195.77,2026-01-03 02:19:00
T12383,MULE007,SHELL006,880.44,2026-01-02 03:18:00
T10589,MULE008,MULE002,8421.0,2026-01-17 13:41:00
T1724,A00285,A00050,4127.91,2026-01-09 00:25:00
T9579,MULE010,MULE003,8342.0,2026-01-27 22:31:00
T8431,MULE008,MULE010,8545.0,2026-01-05 04:09:00
T7656,A00219,MULE007,9004.34,2026-01-04 01:34:00
T4057,A00271,A00022,1021.59,2026-01-05 01:24:00
T12366,SHELL016,A00326,7808.5,2026-01-01 08:31:00
T3000,A00397,A00195,405.76,2026-01-17 10:50:00
T8270,MULE018,MULE008,8889.0,2026-01-09 21:56:00
T11720,SHELL007,A00112,8422.77,2026-01-01 13:28:00
T1232,A00371,A00145,221.06,2026-01-24 12:33:00
T1515,A00227,A00181,4522.18,2026-01-26 00:50:00
T2314,A00300,A00256,3218.66,2026-01-21 00:41:00
T9526,MULE015,MULE009,8264.0,2026-01-29 13:16:00
T1452,A00140,A00359,3151.49,2026-01-09 13:06:00
T10916,MULE015,MULE012,8209.0,2026-01-10 07:22:00
T7901,A00302,MULE020,9931.98,2026-01-20 07:00:00
T9472,MULE003,MULE008,8889.0,2026-01-11 16:21:00
T10030,MULE006,MULE019,8153.0,2026-01-26 16:17:00
T11090,SHELL002,A00064,6174.41,2026-01-23 08:22:00
T4322,A00212,A00090,4867.24,2026-01-27 05:58:00
T8813,MULE020,MULE012,8574.0,2026-01-02 03:30:00
T839,A00274,A00204,1167.37,2026-01-20 13:17:00
T12890,SHELL007,A00275,9519.96,2026-01-08 13:31:00
T6471,A00061,A00363,2067.1,2026-01-15 03:38:00
T7875,A00012,MULE006,9958.46,2026-01-05 06:54:00
T10965,MULE011,MULE007,8041.0,2026-01-18 23:31:00
T3900,A00083,A00204,1680.41,2026-01-27 00:52:00
T11052,SHELL019,A00361,4912.26,2026-01-25 22:05:00
T3568,A00312,A00102,3474.71,2026-01-19 15:00:00
T12048,SHELL019,A00386,9938.61,2026-01-28 03:13:00
T5453,A00339,A00131,4383.25,2026-01-18 13:36:00
T3088,A00324,A00033,2302.08,2026-01-02 12:52:00
T8659,MULE005,MULE002,8644.0,2026-01-10 09:14:00
T11238,SHELL019,A00046,8029.15,2026-01-25 03:14:00
T4547,A00079,A00194,1717.75,2026-01-21 00:26:00
T4693,A00302,A00003,623.46,2026-01-22 16:59:00
T1715,A00366,A00055,1696.76,2026-01-30 13:22:00
T7822,A00270,MULE014,9039.34,2026-01-30 15:35:00
T4271,A00048,A00387,1865.55,2026-01-17 06:01:00
T340,A00302,A00166,177.33,2026-01-13 01:51:00
T9664,MULE007,MULE019,8075.0,2026-01-13 00:01:00
T4087,A00241,A00246,635.79,2026-01-11 09:44:00
T6664,A00342,A00261,3184.82,2026-01-19 03:25:00
T904,A00284,A00366,3729.26,2026-01-20 02:03:00
T10572,MULE005,MULE012,8968.0,2026-01-16 08:49:00
T3219,A00055,A00171,3012.26,2026-01-14 05:23:00
T589,A00355,A00136,3089.38,2026-01-09 18:00:00
T3366,A00189,A00023,1525.28,2026-01-07 19:54:00
T2671,A00344,A00064,3360.83,2026-01-25 07:51:00
T5516,A00198,A00309,1005.9,2026-01-04 09:30:00
T3590,A00283,A00381,3992.05,2026-01-05 03:07:00
T35,A00385,A00137,3866.13,2026-01-16 11:33:00
T29,A00220,A00299,2057.06,2026-01-10 23:33:00
T2396,A00338,A00379,2871.96,2026-01-28 10:36:00
T7614,A00107,MULE005,9259.39,2026-01-16 16:22:00
T12626,SHELL007,A00354,6193.79,2026-01-10 08:45:00
T5507,A00012,A00355,3014.04,2026-01-06 18:10:00
T7811,A00166,MULE011,9621.86,2026-01-22 20:35:00
T2171,A00162,A00378,4973.37,2026-01-07 21:13:00
T12189,MULE009,SHELL003,1153.33,2026-01-15 21:11:00
T7949,A00400,MULE007,9272.87,2026-01-21 21:36:00
T890,A00062,A00007,3568.71,2026-01-01 12:23:00
T3879,A00024,A00277,1947.48,2026-01-28 05:43:00
T3323,A00392,A00233,4769.92,2026-01-01 23:15:00
T12216,SHELL011,A00124,6404.0,2026-01-01 15:49:00
T3515,A00241,A00035,4967.22,2026-01-01 06:07:00
T8415,MULE018,MULE003,8215.0,2026-01-29 07:23:00
T10842,MULE012,MULE004,8972.0,2026-01-20 03:48:00
T5674,A00384,A00269,3764.09,2026-01-04 00:07:00
T8974,MULE006,MULE009,8594.0,2026-01-21 12:49:00
T2775,A00048,A00085,2919.05,2026-01-04 20:23:00
T6560,A00351,A00271,2073.85,2026-01-07 17:06:00
T3734,A00108,A00136,575.92,2026-01-30 05:16:00
T8819,MULE003,MULE019,8144.0,2026-01-18 18:21:00
T12555,MULE018,SHELL014,1132.72,2026-01-01 16:28:00
T9898,MULE005,MULE017,8650.0,2026-01-24 11:50:00
T4529,A00009,A00117,4527.95,2026-01-12 12:15:00
T1655,A00093,A00313,1240.34,2026-01-14 05:17:00
T4275,A00281,A00046,4090.38,2026-01-21 09:52:00
T220,A00292,A00318,395.13,2026-01-05 12:23:00
T224,A00231,A00353,3009.67,2026-01-14 06:07:00
T11210,SHELL011,A00297,5783.42,2026-01-29 11:07:00
T7882,A00206,MULE012,9184.47,2026-01-21 23:13:00
T9495,MULE003,MULE002,8268.0,2026-01-04 13:44:00
T5983,A00101,A00104,4883.19,2026-01-14 09:35:00
T4240,A00128,A00251,2860.16,2026-01-01 21:11:00
T5883,A00292,A00309,2986.53,2026-01-28 15:30:00
T1591,A00211,A00156,2270.72,2026-01-29 23:36:00
T9114,MULE015,MULE009,8174.0,2026-01-03 07:29:00
T3257,A00119,A00050,3359.78,2026-01-23 17:30:00
T7854,A00082,MULE014,9831.29,2026-01-10 19:44:00
T11330,SHELL017,A00105,10599.95,2026-01-21 02:05:00
T8120,MULE019,MULE003,8986.0,2026-01-09 17:50:00
T2182,A00214,A00040,1306.17,2026-01-23 16:04:00
T8337,MULE011,MULE008,8981.0,2026-01-16 04:18:00
T9718,MULE020,MULE012,8608.0,2026-01-30 03:23:00
T1474,A00353,A00306,859.46,2026-01-05 01:44:00
T6166,A00058,A00237,683.5,2026-01-27 10:08:00
T6104,A00017,A00084,2052.51,2026-01-21 21:00:00
T9859,MULE003,MULE015,8282.0,2026-01-27 17:46:00
T5218,A00061,A00073,1449.76,2026-01-20 06:58:00
T9823,MULE018,MULE001,8102.0,2026-01-30 20:24:00
T9705,MULE009,MULE010,8285.0,2026-01-12 07:13:00
T4818,A00148,A00252,2658.89,2026-01-04 11:40:00
T12860,SHELL013,A00166,7912.91,2026-01-09 14:48:00
T11390,SHELL019,A00070,7435.02,2026-01-02 20:51:00
T6522,A00318,A00276,4341.94,2026-01-27 07:12:00
T6508,A00110,A00203,4823.64,2026-01-08 09:14:00
T1210,A00116,A00325,3552.68,2026-01-30 11:23:00
T7338,A00050,MULE002,9614.52,2026-01-19 10:47:00
T422,A00269,A00268,3088.05,2026-01-17 13:28:00
T12575,MULE011,SHELL003,670.53,2026-01-26 01:37:00
T1707,A00050,A00234,1620.92,2026-01-30 07:52:00
T1159,A00282,A00330,1955.32,2026-01-11 16:40:00
T2307,A00378,A00127,615.61,2026-01-24 12:06:00
T274,A00080,A00039,2400.5,2026-01-13 01:28:00
T172,A00079,A00123,718.48,2026-01-06 04:56:00
T3957,A00185,A00298,3395.79,2026-01-28 11:31:00
T5607,A00033,A00037,2759.53,2026-01-29 12:41:00
T12012,SHELL001,A00070,10894.26,2026-01-28 10:44:00
T4866,A00270,A00132,2976.9,2026-01-06 13:27:00
T8226,MULE015,MULE001,8598.0,2026-01-03 08:14:00
T3189,A00351,A00076,2384.96,2026-01-07 20:05:00
T1726,A00351,A00306,3879.58,2026-01-18 05:52:00
T10752,MULE005,MULE004,8849.0,2026-01-01 15:09:00
T8864,MULE013,MULE018,8011.0,2026-01-24 03:02:00
T1565,A00139,A00028,2378.31,2026-01-01 09:06:00
T1783,A00243,A00135,811.23,2026-01-20 18:50:00
T844,A00009,A00064,4654.22,2026-01-08 04:33:00
T12155,MULE005,SHELL019,810.85,2026-01-09 10:07:00
T7602,A00281,MULE015,9024.02,2026-01-29 15:15:00
T905,A00115,A00165,1316.49,2026-01-15 13:27:00
T3495,A00003,A00138,3482.95,2026-01-26 14:18:00
T12580,SHELL006,A00246,8899.97,2026-01-29 06:28:00
T11930,SHELL001,A00126,7340.29,2026-01-13 07:47:00
T1548,A00377,A00269,1306.6,2026-01-04 06:15:00
T10852,MULE016,MULE018,8810.0,2026-01-22 02:20:00
T2081,A00259,A00154,2221.26,2026-01-25 13:46:00
T9927,MULE009,MULE010,8112.0,2026-01-02 23:12:00
T12073,MULE005,SHELL004,1376.74,2026-01-09 19:13:00
T7654,A00007,MULE013,9196.93,2026-01-29 16:16:00
T3986,A00116,A00227,4148.06,2026-01-12 04:35:00
T9400,MULE012,MULE010,8560.0,2026-01-07 23:52:00
T8743,MULE019,MULE012,8497.0,2026-01-14 17:13:00
T9256,MULE001,MULE009,8327.0,2026-01-27 20:23:00
T9539,MULE014,MULE008,8777.0,2026-01-11 15:18:00
T10652,MULE002,MULE014,8556.0,2026-01-09 14:24:00
T4678,A00144,A00175,4263.71,2026-01-04 09:15:00
T6534,A00133,A00394,4968.76,2026-01-23 07:50:00
T3821,A00072,A00396,3872.54,2026-01-15 06:55:00
T5210,A00341,A00168,4911.72,2026-01-07 19:58:00
T2647,A00220,A00173,1916.85,2026-01-16 14:43:00
T7584,A00297,MULE020,9811.08,2026-01-07 11:47:00
T10488,MULE008,MULE010,8118.0,2026-01-06 07:14:00
T8425,MULE011,MULE012,8827.0,2026-01-06 00:48:00
T257,A00261,A00362,1439.78,2026-01-22 23:01:00
T8569,MULE005,MULE013,8505.0,2026-01-26 07:56:00
T10716,MULE014,MULE004,8307.0,2026-01-19 06:21:00
T4351,A00353,A00385,4940.96,2026-01-11 06:38:00
T9598,MULE016,MULE015,8241.0,2026-01-21 16:21:00
T9535,MULE013,MULE010,8072.0,2026-01-18 12:51:00
T5924,A00026,A00079,4441.99,2026-01-30 18:08:00
T6366,A00271,A00211,1660.95,2026-01-20 15:31:00
T10065,MULE011,MULE016,8548.0,2026-01-21 05:57:00
T2156,A00363,A00217,3706.91,2026-01-12 15:52:00
T9498,MULE007,MULE003,8106.0,2026-01-06 01:05:00
T11548,SHELL014,A00282,7041.69,2026-01-15 12:39:00
T6686,A00388,A00088,2985.67,2026-01-26 09:41:00
T3716,A00166,A00068,1535.61,2026-01-02 09:44:00
T12210,SHELL010,A00371,6506.79,2026-01-02 14:56:00
T4058,A00158,A00301,3764.47,2026-01-26 23:59:00
T9515,MULE015,MULE010,8539.0,2026-01-01 23:47:00
T10781,MULE015,MULE017,8600.0,2026-01-22 16:36:00
T3623,A00346,A00374,4376.15,2026-01-28 04:00:00
T5649,A00047,A00177,4225.08,2026-01-11 06:28:00
T7603,A00245,MULE014,9204.29,2026-01-12 04:46:00
T6404,A00362,A00395,2741.47,2026-01-05 04:03:00
T3103,A00216,A00062,708.05,2026-01-08 18:55:00
T559,A00373,A00188,3842.9,2026-01-17 15:42:00
T7866,A00238,MULE006,9732.08,2026-01-01 08:56:00
T7445,A00155,MULE018,9260.87,2026-01-08 02:19:00
T1437,A00178,A00247,2744.37,2026-01-05 01:49:00
T508,A00199,A00288,677.03,2026-01-12 20:18:00
T5276,A00153,A00332,4167.64,2026-01-23 14:45:00
T4473,A00229,A00110,1237.69,2026-01-04 17:33:00
T1870,A00370,A00228,3004.26,2026-01-15 20:02:00
T5664,A00111,A00035,2782.7,2026-01-18 02:04:00
T10872,MULE019,MULE014,8817.0,2026-01-17 12:16:00
T5931,A00093,A00230,3782.87,2026-01-08 06:11:00
T11060,SHELL003,A00355,10595.31,2026-01-02 17:39:00
T756,A00356,A00103,2447.15,2026-01-09 02:01:00
T8451,MULE012,MULE007,8975.0,2026-01-03 20:33:00
T2340,A00296,A00388,359.08,2026-01-26 22:51:00
T4051,A00103,A00145,1669.55,2026-01-21 09:13:00
T8880,MULE017,MULE020,8574.0,2026-01-03 05:52:00
T3837,A00334,A00170,457.83,2026-01-30 11:36:00
T4387,A00091,A00396,1945.93,2026-01-14 18:10:00
T6333,A00028,A00075,4142.76,2026-01-14 17:21:00
T7945,A00382,MULE010,9637.31,2026-01-03 12:23:00
T6622,A00368,A00215,2317.56,2026-01-30 09:28:00
T2119,A00227,A00199,138.54,2026-01-18 21:14:00
T10019,MULE010,MULE016,8945.0,2026-01-30 09:47:00
T730,A00175,A00310,3868.13,2026-01-28 02:33:00
T502,A00188,A00186,1975.99,2026-01-26 19:34:00
T9069,MULE001,MULE006,8234.0,2026-01-27 20:32:00
T644,A00038,A00024,2176.12,2026-01-03 21:38:00
T913,A00303,A00253,4989.16,2026-01-09 21:27:00
T1540,A00229,A00386,3016.15,2026-01-23 23:17:00
T9225,MULE011,MULE014,8933.0,2026-01-22 21:42:00
T1212,A00101,A00398,3652.08,2026-01-09 19:21:00
T7093,A00002,MULE014,9829.58,2026-01-01 15:03:00
T9682,MULE001,MULE005,8194.0,2026-01-12 21:57:00
T11860,SHELL019,A00284,7743.93,2026-01-23 08:25:00
T673,A00363,A00074,4048.3,2026-01-03 14:56:00
T4916,A00271,A00230,3923.19,2026-01-16 14:13:00
T6107,A00092,A00139,2719.74,2026-01-12 11:58:00
T7360,A00388,MULE002,9849.49,2026-01-06 04:22:00
T3378,A00125,A00394,4889.63,2026-01-11 12:11:00
T4477,A00345,A00252,2239.59,2026-01-24 20:16:00
T5616,A00031,A00038,2779.0,2026-01-20 23:45:00
T11422,SHELL011,A00145,9758.19,2026-01-14 04:31:00
T1465,A00267,A00341,4912.37,2026-01-22 12:27:00
T4746,A00301,A00103,3181.35,2026-01-28 09:04:00
T11592,SHELL019,A00109,10284.26,2026-01-23 17:39:00
T1193,A00364,A00333,4878.38,2026-01-09 02:13:00
T7153,A00138,MULE005,9915.39,2026-01-24 07:59:00
T3794,A00088,A00081,3089.6,2026-01-08 03:37:00
T1873,A00051,A00122,3714.96,2026-01-10 02:24:00
T3591,A00263,A00396,1132.54,2026-01-10 22:23:00
T6361,A00394,A00104,2025.89,2026-01-29 11:01:00
T3159,A00148,A00376,115.22,2026-01-09 10:09:00
T10498,MULE002,MULE018,8558.0,2026-01-25 01:02:00
T506,A00161,A00333,1465.58,2026-01-06 03:54:00
T244,A00340,A00206,4086.47,2026-01-26 00:51:00
T6720,A00215,A00011,4665.64,2026-01-07 12:48:00
T5679,A00113,A00068,739.86,2026-01-20 23:24:00
T507,A00014,A00377,1011.64,2026-01-24 13:30:00
T10631,MULE020,MULE009,8346.0,2026-01-19 16:07:00
T6502,A00174,A00117,297.56,2026-01-20 01:54:00
T9640,MULE019,MULE005,8370.0,2026-01-06 17:46:00
T7542,A00326,MULE001,9511.52,2026-01-09 20:23:00
T4718,A00189,A00167,4888.53,2026-01-18 05:40:00
T6223,A00076,A00287,4321.07,2026-01-20 05:59:00
T7856,A00161,MULE008,9154.1,2026-01-21 23:13:00
T7955,A00052,MULE008,9244.32,2026-01-18 01:55:00
